[0mCHECKING: 0[0m
Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [0    ] The Void                                     (3001)
   2) [1    ] Limbo                                        
  52) [1251 ] At the Bar                                   
  53) [1252 ] Among the Tables of the Cantina              
  54) [1253 ] At the Bar                                   
  55) [1254 ] The Employee's Entrance                      
  56) [1255 ] Among the Tables of the Cantina              
  57) [1256 ] Among the Tables of the Cantina              
  58) [1257 ] Among the Tables of the Cantina              
  59) [1258 ] Before the Stage                             
  60) [1259 ] Before the Stage                             
  61) [1260 ] At the Bar                                   
  62) [1261 ] By the Corner Booth                          
  63) [1262 ] Before the Stage                             
  64) [1263 ] On-Stage                                     
  65) [1264 ] Behind the Bar                               
  66) [1265 ] The Cantina Offices                          
  67) [1266 ] Inside the safe                              
  68) [1267 ] A path into the desert                       
  69) [1268 ] In the desert wastes of Tatooine             
  70) [1269 ] In the desert wastes of Tatooine             
  71) [1270 ] In the desert wastes of Tatooine             
  72) [1271 ] In the desert wastes of Tatooine             
  73) [1272 ] In the desert wastes of Tatooine             
  74) [1273 ] Beggar's Canyon                              
  75) [1274 ] In the desert wastes of Tatooine             
  76) [1275 ] In the desert wastes of Tatooine             
  77) [1276 ] Outside Jabba's Palace                       
  78) [1277 ] In the desert wastes of Tatooine             
  79) [1278 ] In the desert wastes of Tatooine             
  80) [1279 ] In the desert wastes of Tatooine             
  81) [1280 ] In the desert wastes of Tatooine             
  82) [1281 ] The Pit of Carkoon - Underneath a Sail Skiff 
  83) [1282 ] In the desert wastes of Tatooine             
  84) [1283 ] In the desert wastes of Tatooine             
  85) [1284 ] In the desert wastes of Tatooine             
  86) [1285 ] Outside Ben Kenobi's Home                    
  87) [1286 ] In the Shadow of a Jawa Sandcrawler          
  88) [1287 ] In the desert wastes of Tatooine             
  89) [1288 ] In the desert wastes of Tatooine             
  90) [1289 ] The Skywalker Homestead                      
  91) [1290 ] Inside the Cave Dwelling                     
  92) [1291 ] Living Room                                  
  93) [1292 ] Dining Room                                  
  94) [1293 ] Living room                                  
  95) [1294 ] Bedroom                                      
  96) [1295 ] Kitchen/Sideporch                            
  97) [1296 ] Kitchen Area                                 
  98) [1297 ] Pantry                                       
  99) [1298 ] Bathroom                                     
 100) [1299 ] The Dark Hallway                             
 101) [1300 ] The Darkened Hallway                         
 102) [1301 ] Inside the Archway                           
 103) [1302 ] Hallway - North of the Kitchens              
